ID,Score
295,837.4559676783183
296,720.226419156457
297,754.808440740081
298,699.7915052395509
299,835.5271023765685
300,818.2722143523081
301,633.23361934399
302,800.8798836027294
303,761.5697719444765
304,771.8491797270871
305,491.02940368589265
306,684.6945537259047
307,850.0412319662896
308,532.0421589368226
309,537.9117872022914
310,774.3813135027979
311,469.8668042399013
312,751.6399557184568
313,531.4900266812646
314,696.5274706956709
315,677.1990199289958
316,644.6020916597203
317,516.2508938590811
318,787.8280633321858
319,788.412186977464
320,625.6950334945211
321,635.7152558559865
322,756.2188082023351
323,768.0430734874977
324,796.9010294147783
325,619.4532002326121
326,775.0590658376036
327,739.6625318038334
328,783.3448397438167
329,712.6899128862233
330,827.4109649871899
331,762.3174997393428
332,743.1066642593256
333,782.0023840370386
334,720.830909978518
335,686.7949287532656
336,676.8199015221978
337,769.3386037269576
338,549.1986161897341
339,711.2240317706496
340,784.9556405451643
341,837.6561152737002
342,764.7996601148106
343,751.7532689747891
344,674.7504344396503
345,753.6380027477348
346,724.9149972256208
347,484.7052167050796
348,611.3944655799801
349,744.5329063722288
350,792.4201870240065
351,643.0668383208108
352,683.3404301508997
353,847.7714744165045
354,598.6883952005703
355,774.890064306795
356,824.9533785709266
357,421.8100095804947
358,836.8977832122002
359,727.0694254384414
360,565.1951127197278
361,738.0992914558299
362,782.8217065063316
363,819.6248933341042
364,751.0915182878374
365,581.9672605550793
366,610.5807627370168
367,688.0603765297457
368,641.3514235716866
369,762.0356929410228
370,488.981258243498
371,780.5885876502441
372,622.8908875799408
373,769.0512725502118
374,779.0857662226106
375,770.7090305681791
376,838.714827474779
377,717.354297987798
378,794.5088148098873
379,748.6572041094254
380,733.1194452965594
381,800.2141960024169
382,738.4712662698357
383,701.1731395841306
384,618.9170974055468
385,796.4883837458099
386,833.6665933205129
387,838.9690441302712
388,752.3441552212437
389,704.4551283578946
390,769.1235339599657
391,853.0777351424184
392,814.2633888239319
393,733.477640913802
394,606.4224614981301
395,792.7275202605699
396,845.796604377174
397,655.5468536749797
398,590.1973382494905
399,780.7512710700945
400,728.824939555105
401,807.7758318446279
402,837.2915380468966
403,747.3551017645968
404,857.5882631299037
405,381.41207558053543
406,426.6214177590546
407,732.4857609919551
408,664.9655220247541
409,715.4831052918557
410,753.085374409344
411,720.6805452875712
412,677.1857010971013
413,615.713100790421
414,781.6428231998401
415,803.4968197622068
416,562.8914151668553
417,617.7729002107233
418,676.922086648425
419,779.4169114351473
420,735.4607022728674
421,778.263713313406
422,799.6296278669204
423,691.4863007609435
424,833.1058689102912
425,816.1481225968777
426,781.0719707625044
427,727.6310388290996
428,752.4136226924835
429,628.9968655815962
430,791.854573221385
431,534.3972506711712
432,827.0511184062798
433,777.0623197522943
434,756.1598497498251
435,696.3327998547629
436,701.5941670686417
437,645.7235881041157
438,625.8327619635513
439,802.9744485079528
440,682.2263154190559
441,757.2715832840714
442,713.5159344580901
443,674.7039693372009
444,817.7614633423293
445,666.4891074954367
446,531.5237523765683
447,774.1553854747622
448,644.1281539645962
449,650.6104881838367
450,816.0744324685653
451,722.6437315840241
452,830.29240457578
453,606.3923155365478
454,763.9196647307375
455,642.3065219279799
456,700.0606916906049
457,672.2001559382478
458,777.6614608170865
459,652.8933105711059
460,752.0131052566107
461,744.9449805537738
462,663.3448471907028
463,764.2969416780602
464,659.454970419639
465,678.1671831227732
466,814.9737476911705
467,789.7943293108644
468,743.5983339392245
469,810.6707966355708
470,564.7709579290389
471,854.0219911123186
472,784.298398258997
473,512.5314116194204
474,679.4258047994742
475,740.6100579517672
476,776.2704286793228
477,821.3932976670944
478,753.553930597898
479,695.22041545984
480,787.519523622173
481,629.3561248004323
482,828.805013308577
483,690.0951733752759
484,669.1775589560875
485,856.5347260649363
486,537.247520383212
487,730.5405289253863
488,644.1461399437815
489,604.5122012869409
490,715.9769974228456
491,787.9179138548587
492,697.6181385685062
493,508.01671653613977
494,773.517891254002
495,530.6449118733298
496,740.2737058538175
497,755.6088723751018
498,782.4317933370924
499,628.1507149527066
500,782.3176228496252
501,753.9878800480374
502,779.331061324438
503,704.4433017431611
504,775.7149429038151
505,811.7929756899442
506,594.9693693571157
507,680.4168751141381
508,828.611882308782
509,820.479902018056
510,757.3734985412376
511,752.8266176037663
512,545.2607979737106
513,671.8939339272298
514,728.2474515137978
515,748.600468108006
516,518.4978435045464
517,801.5910362025005
518,762.389570653289
519,832.7280839741477
520,774.8319313361186
521,815.4850384392716
522,787.2500673020579
523,628.4042172489194
524,670.2033630063712
525,666.3147403327087
526,479.96456779745597
527,592.2279997485266
528,794.8673279201429
529,573.0935610247575
530,736.7627411190932
531,790.4333474980867
532,840.374045960606
533,751.5608047103212
534,853.725833629812
535,767.6131561986233
536,830.1105445779457
537,773.081528856964
538,655.6586588395002
539,735.4900227526159
540,810.3139027396815
541,737.7923074615808
542,702.7673355008995
543,666.0781127901356
544,603.8449420962141
545,733.5117237887453
546,799.5837501265448
547,665.4724631185774
548,840.7291618956227
549,839.3344785882097
550,589.9663462078978
551,551.1623342869838
552,606.344691584601
553,761.1952571863668
554,793.3236768910401
555,623.4145288062466
556,735.0446753033107
557,729.1610535332948
558,717.2046635307811
559,606.2795261436871
560,671.9676875541447
561,833.0702461942349
562,781.865893790759
563,625.1049251059482
564,687.2058123360121
565,632.8820593307186
566,782.4374764620247
567,826.4262604074363
568,707.4518814087985
569,525.3944267324708
570,683.4139615327056
571,596.0468136459605
572,726.4545367202054
573,762.4528787600769
574,633.430861878303
575,652.7307541484607
576,831.2933965470993
577,699.0773523308072
578,797.3852380088722
579,600.0153969349417
580,811.7029029221621
581,790.7540154411954
582,753.5661223295964
583,812.8808972482173
584,731.5182010349024
585,682.6334684588999
586,815.4890071019338
587,767.8376872574017
588,649.1259861030519
589,761.3658461822403
590,759.5580409663393
591,579.7927191598865
592,784.9091913173656
593,742.1980310054817
594,744.3929237028065
595,579.3259726815064
596,742.7347529439223
597,757.8626917756353
598,732.2175428945907
599,693.8000152183756
600,792.1619699565509
601,780.9068108971528
602,673.1831143064301
603,757.0871833421334
604,778.1725293200784
605,618.8316124118022
606,799.9762032398879
607,628.7901776301471
608,744.3588249532124
609,540.6159704417354
610,742.9685230493785
611,666.6740154261954
612,846.7038406617609
613,821.551631432667
614,701.81355474061
615,747.0619604657136
616,818.1344223846754
617,620.3690247031999
618,794.6269222107154
619,748.8765282827911
620,727.327150391727
621,831.2933965470993
622,675.4639047384162
623,718.0574338889915
624,738.6991945038533
625,650.3433495627164
626,446.5111505330556
627,589.2445972788186
628,770.2254569601112
629,792.5266424312583
630,588.5506766123268
631,787.5555273298448
632,734.5291777727876
633,854.0897123719869
634,680.1350683158181
635,613.4894749754217
636,841.4478390798015
637,798.2292614345749
638,747.9518298824905
639,625.5982140002133
640,827.6128905434445
641,787.7229413955885
642,515.3582344724528
643,618.0830908844035
644,454.7306944045957
645,625.3581099091481
646,539.2118020305595
647,769.4897621504367
648,610.1492579830774
649,807.4761819389786
650,757.494939618702
651,513.7124975336893
652,774.3644863731099
653,666.4953303584911
654,450.2135258523108
655,781.9981931292673
656,730.6232041059659
657,766.2324108344799
658,772.009577197244
659,632.852056240992
660,564.7374147922177
661,707.5686077150201
662,533.8723950340907
663,602.149759589342
664,611.5498307858812
665,474.1019164409474
666,840.4728815355463
667,761.8253855692258
668,630.824625233363
669,476.87051554014494
670,705.5000931115115
671,811.0712188235395
672,616.6017319844473
673,699.6062321918272
674,848.8205665792902
675,471.30922669124516
676,576.6247183151072
677,727.8753497025867
678,701.8439070726508
679,679.0333040621792
680,578.6934789757008
681,666.0542531902103
682,772.8837307098784
683,672.0415840529156
684,753.8483736181345
685,611.1623464381913
686,834.1311490971034
687,803.9162280323517
688,802.0350819304526
689,623.3163282173323
690,755.0729441691935
691,657.1155866521077
692,490.28218387984714
693,709.1426587001155
694,704.5688702297942
695,712.2242776333886
696,747.9238269987458
697,841.6721161441696
698,682.4053497290746
699,547.2689730301025
700,780.1714335804913
701,802.8412601890082
702,526.0425371258524
703,622.0668027154532
704,505.9484718016923
705,728.0665757443038
706,796.8026383300562
707,697.648125783582
708,771.3122355435373
709,734.6927025491224
710,801.6123717329726
711,669.3268124214887
712,576.7926959309489
713,751.3196370176627
714,782.5855869525792
715,764.6926014708342
716,488.2031463672897
717,807.2494601784105
718,679.3796730646884
719,725.1809134986412
720,856.6312121915805
721,822.8136661592575
722,754.588672076497
723,657.9539745768301
724,788.0909792962334
725,555.7318207269792
726,734.8000786861118
727,767.228576912002
728,697.9948281537548
729,652.9853041716165
730,449.3420571399674
731,741.8542178217269
732,695.0893860933836
733,837.9448434197029
734,771.3198871251502
735,621.9313601961164
736,726.1125808705767
737,693.0422387696485
738,615.2327656110854
739,764.930054495241
740,826.4472149462929
741,770.2080900923012
742,772.6749473045436
743,675.1592543178124
744,750.5340640556493
745,759.8257828241842
746,671.5447233622544
747,788.5913482846879
748,682.0964925260489
749,722.8537214628083
750,651.3668994126078
751,551.6472254910556
752,817.5767141580769
753,778.5715227894889
754,850.9180206709318
755,701.7603270369841
756,759.4377746130228
757,698.2420440883108
758,757.1080426330861
759,809.8086761081283
760,778.1555751931853
761,775.1236439164435
762,659.5449638141679
763,638.6747987257692
764,818.6661279335109
765,755.3836745809958
766,660.250465038308
767,820.3844636183545
768,663.1205860009853
769,773.2252579439396
770,580.8084904309601
771,787.4222755122976
772,581.9554180656952
773,633.9139909961527
774,786.6646101861252
775,666.2593219272933
776,776.4814027864471
777,610.030801339935
778,800.034621954276
779,755.7929865733281
780,499.7365384442805
781,634.8989495703167
782,692.0905852125461
783,751.6817377989648
784,653.1180003763909
785,731.5624595609115
786,611.1126587816601
787,688.3377066765827
788,706.1633518902748
789,630.2986663080624
790,578.5913732227268
791,723.4232245548388
792,505.42392968896206
793,623.1589469307987
794,728.2030501159327
795,529.9905984602071
796,818.0287289606547
797,626.3713253614671
798,738.5182552357567
799,531.6800938734843
800,733.2911772672796
801,758.5040276618524
802,786.5000535574982
803,654.4331199347515
804,764.9390077982071
805,532.072245368465
806,742.3937971972844
807,828.1616137177756
808,633.5002182269882
809,687.2879477784697
810,684.9737888308194
811,615.3197269473403
812,696.7889579411602
813,702.0877575812692
814,765.5505945891081
815,585.4213226045524
816,686.5996705502837
817,834.030059321771
818,737.869712258145
819,825.3154158536263
820,662.3412359020264
821,766.0415657843785
822,559.4111916931128
823,792.6917387980072
824,763.1997810731095
825,780.0394834842974
826,736.5230656435956
827,700.6131136585374
828,739.8493129433688
829,747.2211832117225
830,752.6778086285831
831,594.2680511034216
832,726.420961834083
833,580.4138466158274
834,778.9151137281344
835,649.757828948181
836,725.0432485282136
837,588.47920099778
838,756.4595631540769
839,630.9570515690764
840,495.75908519424917
841,557.1537528722312
842,679.9579230892266
843,582.8152367687935
844,656.6664292866467
845,416.78321414193
846,406.3040516615412
847,747.7726685752666
848,810.8106205584867
849,556.5422613292341
850,727.8940976650031
851,723.0890472840281
852,745.5959682275854
853,644.0956585547178
854,728.601186354208
855,837.3725940131101
856,714.36551401152
857,697.3044713463338
858,672.608023337371
859,854.3249746946042
860,666.124308023524
861,507.06240397505354
862,849.8960741607557
863,809.605067838905
864,774.356707794292
865,777.036380573134
866,790.0065098914381
867,820.9136609723876
868,639.4365914611104
869,690.2726678441817
870,834.8179182334777
871,750.9245804616132
872,690.0542802752042
873,820.0238868035145
874,820.445485775449
875,829.7752719562402
876,679.0751496412897
877,759.3335734061633
878,727.4204139642894
879,834.8231251188906
880,721.3596469676821
881,774.3381979516353
882,656.51900140607
883,638.87883561056
884,717.5697169971041
885,850.6461196546168
886,746.0148050103071
887,654.1672989096351
888,482.1209505766377
889,721.1875340053464
890,674.2473985098868
891,775.7788224980264
892,798.1645563585298
893,469.4038424782193
894,416.60876760594886
895,734.2804696210708
896,736.6766370139734
897,765.116772136174
898,835.888060183024
899,746.5088558878033
900,829.6796748100322
901,667.4339667020614
902,700.9567680957856
903,775.8422576020196
904,815.5241535784705
905,804.649986134647
906,756.2186494558287
907,628.4544605182234
908,590.4307194260059
909,650.5320991589322
910,742.1758699931758
911,701.8395732930237
912,653.136129227432
913,843.647303676513
914,754.084620169092
915,665.874568019515
916,747.3861843305675
917,718.510496418512
918,787.5787995676961
919,727.5865421833306
920,748.0863516720896
921,669.5689325931864
922,636.4104068079034
923,607.6452223390153
924,752.5632888988017
925,788.2028638340072
926,644.3960545689476
927,664.3829858445408
928,735.1825783934979
929,677.1368706717051
930,540.2702840492041
931,519.8697744689168
932,743.3361164598053
933,726.2450230809409
934,747.9562747846721
935,838.9981264902599
936,848.9202593853655
937,800.7044369637573
938,762.6776320639647
939,679.3514955597865
940,834.9417405085395
941,642.4164380090732
942,854.0219911123186
943,658.3114717094442
944,573.6957500224743
945,764.8599202886741
946,769.6482546625157
947,666.7337199872861
948,753.9153011452704
949,745.7994177503024
950,784.532771601178
951,851.824780715999
952,605.1345669656325
953,674.960265571928
954,822.313297170803
955,601.1499899661226
956,638.7098658290527
957,772.5760482310006
958,713.5544304859137
959,741.664071256254
960,758.5226010031116
961,785.9560610290605
962,785.2720223325977
963,820.7654869832304
964,760.2307134129373
965,706.8578837308165
966,672.2415570271403
967,662.8128241488544
968,720.0540680743616
969,523.4611522465033
970,559.4086199997075
971,812.4492972463738
972,493.5955449319561
973,745.5710132767654
974,614.524248203322
975,801.8214408820191
976,743.3896457817935
977,644.4066429609305
978,719.8387284383087
979,656.8605127654806
980,457.1048496100422
981,825.8181977889794
982,811.0601065680853
983,762.6671865438376
984,826.8361121378906
985,706.8118472439346
986,536.0390387905856
987,826.367714695843
988,781.7562317040761
989,751.5960146854607
990,751.229405503374
991,717.7689279880976
992,859.3234894430377
993,800.5915681976434
994,669.4082811286191
995,833.8582956017494
996,505.33913127385813
997,806.2616124178284
998,720.4783816115571
999,759.2605500131781
1000,771.54518016716
1001,854.1066982481813
1002,661.2595213321571
1003,720.4795245864037
1004,747.7632072834798
1005,661.6368141541304
1006,741.2093895123671
1007,685.6216968224053
1008,798.2872039094436
1009,758.0578864800146
1010,806.5670406963139
1011,780.6889471916468
1012,765.6244752132282
1013,724.5740732282843
1014,654.6951627930135
1015,759.0000152467278
1016,584.9567588906366
1017,824.4211967825715
1018,519.4083817164682
1019,699.3696363985555
1020,832.5731473838141
1021,747.4605729435084
1022,654.1165476515105
1023,722.2418013042436
1024,543.6145570147892
1025,748.112513096359
1026,812.3492551979843
1027,729.8692375733946
1028,767.7050704258806
1029,854.0219911123186
1030,779.0405552175623
1031,797.2442393618084
1032,663.7052970083377
1033,784.4420003487674
1034,729.1640220929662
1035,829.270997803726
1036,760.3392642740748
1037,790.8752025242493
1038,820.6829070505546
1039,777.8682757657409
1040,830.6533306329342
1041,665.0392915263199
1042,504.2729262376729
1043,791.5609874322835
1044,686.041517833467
1045,722.5249098239168
1046,769.6317132765396
1047,803.093730632929
1048,716.8286724301611
1049,755.1729227189805
1050,780.8039749102489
1051,754.4296715755972
1052,674.711065306041
1053,583.7385381998371
1054,831.2933965470993
1055,625.6810161779981
1056,854.3249746946042
1057,836.0217564907894
1058,761.4808104022399
1059,626.389057346242
1060,656.838431126428
1061,641.3497726080191
1062,700.7238869707656
1063,783.9256297124587
1064,724.782094650388
1065,579.7425076398839
1066,734.1204848918308
1067,721.8218215466753
1068,828.6510926958849
1069,760.6187533734
1070,758.3504562914745
1071,777.636886857882
1072,639.4215422922953
1073,498.44861017815015
1074,751.3805639268533
1075,717.2697654730924
1076,656.4146890766558
1077,694.1669418934752
1078,785.7243228788873
1079,596.5086151706633
1080,686.2494916316188
1081,743.7246326597874
1082,595.2015043735552
1083,740.6600631013114
1084,663.2513296237299
1085,722.2367055413853
1086,783.2690541616187
1087,725.6613439258806
1088,639.8997185191425
1089,519.5556508505383
1090,775.0208714281423
1091,803.5666047264594
1092,808.4381540190029
1093,631.7718815122357
1094,770.4424316851807
1095,567.9392683295058
1096,654.6679377671506
1097,698.5826823419357
1098,617.0274266162492
1099,620.7833689597878
1100,684.7345737201906
1101,733.1592430457363
1102,781.4980463859218
1103,724.7138654018988
1104,814.4288026836939
1105,670.4384507078313
1106,691.874896334179
1107,752.4673742595808
1108,569.9451336242283
1109,634.004555878105
1110,741.5948260301234
1111,753.3730865777053
1112,778.5154535233968
1113,756.9743780746221
1114,735.1649734059283
1115,772.5734130389928
1116,758.2358095644879
1117,624.4368086840863
1118,544.7928926458333
1119,763.8879789280422
1120,719.2827187993297
1121,693.1656959277453
1122,816.8747371063808
1123,743.5732519911992
1124,610.0234355020339
1125,721.2873220593256
1126,617.7749480406569
1127,751.7340606475038
1128,512.6269611416764
1129,746.2958180760945
1130,727.2218538339725
1131,773.6489523697597
1132,489.416481634352
1133,747.6786588941236
1134,622.6875333051279
1135,552.943089098179
1136,675.8818684153521
1137,812.7714891559447
1138,767.0094749837453
1139,741.3621354009113
1140,773.1998585029013
1141,747.4515878912412
1142,782.7164575725291
1143,594.7008178920877
1144,536.6703657095685
1145,669.2319137599095
1146,701.7154176502984
1147,632.2833151321926
1148,732.8236053070658
1149,710.2462802878804
1150,766.2391099370539
1151,730.8463381954873
1152,623.1466282018952
1153,824.5955321959982
1154,746.2174608004914
1155,602.5042167263568
1156,766.1317338000644
1157,481.1963801657079
1158,439.36982781607645
1159,666.78151856039
1160,806.0573691625791
1161,557.2475244336144
1162,670.0607133956398
1163,687.6230457790181
1164,689.5427514073435
1165,659.5770464831294
1166,701.7723282728748
1167,532.0421589368226
1168,798.4009934052951
1169,723.1414812551216
1170,733.6464995727547
1171,481.36496895559964
1172,744.6099301771774
1173,719.0233587570274
1174,755.9827838964868
1175,654.4933324846629
1176,482.9412989452288
1177,466.64823368006023
1178,538.8421211035724
1179,718.1589364052408
1180,594.7633084543672
1181,468.038289154747
1182,698.4806718368656
1183,654.343745651598
1184,555.8226396033417
1185,683.4368527789413
1186,605.4918736024388
1187,631.4274968410577
1188,440.5607718883984
1189,654.2241619082596
1190,825.0807567677336
1191,487.0933713680671
1192,837.3327486399812
1193,423.51663771048476
1194,731.2436807012302
1195,608.7653694381056
1196,812.4258345127148
1197,826.7781379137207
1198,773.2749456004708
1199,623.3230114452556
1200,671.5486920249167
1201,735.5418534869847
1202,825.3154158536263
1203,850.9648826396474
1204,853.4607587132759
1205,745.7043285929151
1206,777.5121438530826
1207,463.98667635802286
1208,693.4864591187578
1209,629.1774397327279
1210,756.7870571969645
1211,617.0774158911427
1212,630.9466854222027
1213,852.228409583399
1214,827.7575086108562
1215,395.0596079913311
1216,752.3507273266124
1217,639.2337769244195
1218,818.2778022293367
1219,612.5065166072395
1220,735.9909791031445
1221,675.2633761514188
1222,661.1850692206135
1223,584.2058720402912
1224,802.3478760468392
1225,648.8744681381702
1226,747.9643708565031
1227,799.7181131696375
1228,632.6030623455636
1229,502.77841518965397
1230,448.45455503046855
1231,727.2781612198244
1232,613.1150713398665
1233,735.8987791321754
1234,390.53740419829353
1235,371.4822355425398
1236,800.3452888674758
1237,644.6234589394937
1238,476.7270721968811
1239,653.4352235203087
1240,720.8396886603268
1241,826.225001586509
1242,696.6093362690675
1243,788.2059752655343
1244,696.0537393710053
1245,666.1327850869706
1246,600.3596069849625
1247,724.2184016804948
1248,833.5627096066662
1249,609.6207273643716
1250,776.9346240624743
1251,559.7758562304948
1252,630.6643706350619
1253,823.1682423561522
1254,599.2557552147633
1255,693.3619066097663
1256,639.9578673644696
1257,727.6745829958296
1258,758.683792205801
1259,807.0587103762127
1260,545.840667212615
1261,725.2407768062384
1262,634.6365574697404
1263,615.7956648484461
1264,728.9297598733398
1265,842.8210916088385
1266,714.1232985919185
1267,647.0600114436472
1268,627.8637806422271
1269,711.6013722165749
1270,674.129275234408
1271,796.834165386245
1272,569.8054128865417
1273,605.3025366441489
1274,615.8773399260349
1275,594.6372796028653
1276,456.1811542892294
1277,722.3659569469689
1278,536.9463941350523
1279,697.5406861479901
1280,778.064835690076
1281,557.007094912211
1282,779.8922937234804
1283,671.7373939971807
1284,648.3446357981112
1285,775.9861771848028
1286,770.8396154444172
1287,745.2103729633228
1288,628.5330559135863
1289,736.6510470771273
1290,660.2833414398019
1291,727.1842626612358
1292,584.9137703366792
1293,685.2205285258559
1294,421.29004730447673
1295,725.7306685252646
1296,819.2888904784687
1297,725.8939075578876
1298,803.3492172604729
1299,833.320843429379
1300,628.2389938849653
1301,744.7725818477264
1302,707.6363289746885
1303,598.3860466043106
1304,632.8281490171148
1305,808.3360800153303
1306,834.3023413297017
1307,607.6445397290373
1308,835.1210605622699
1309,698.0458016569886
1310,635.167945525563
1311,850.8708729585044
1312,779.031125675077
1313,615.6098520626003
1314,754.0153431936601
1315,669.1386501873469
1316,740.4604234947503
1317,467.8849647095992
1318,730.5654680015557
1319,782.0153377519681
1320,778.994582229283
1321,831.5201500569688
1322,684.050804892789
1323,657.5862859184994
1324,679.9744644752028
1325,680.8126619041174
1326,772.8438853367495
1327,701.8086970975114
1328,692.0370400159072
1329,609.1876827693193
1330,751.0775803445677
1331,702.2860160932237
1332,818.9253609786081
1333,696.5142947356323
1334,712.818481681829
1335,635.6480743344401
1336,650.8705149614663
1337,774.6882657477456
1338,680.764879205664
1339,586.7908842773136
1340,670.0096128952009
1341,771.828383934737
1342,741.5148812894554
1343,808.8355600233484
1344,723.2543500212355
1345,758.7647846734119
1346,782.7450001943959
1347,639.8336482231416
1348,624.6106837326441
1349,530.4006803730958
1350,775.2604199064347
1351,691.9286320266256
1352,663.3474347587586
1353,807.1269396247019
1354,749.8855845766402
1355,722.5864240951814
1356,766.90219409466
1357,661.2650774598842
1358,765.7549648415625
1359,708.0666431298292
1360,815.2538717765217
1361,553.0355827501851
1362,812.7968250983804
1363,807.04029578146
1364,729.0846805890228
1365,647.7782123883064
1366,811.0909351396456
1367,794.2448193695955
1368,578.9526564595207
1369,455.03764664954355
1370,791.8107274362926
1371,619.0045349813211
1372,780.9055726744022
1373,756.9196105298831
1374,647.4719745026377
1375,606.0210392071705
1376,742.2455597095246
1377,512.3795943979393
